timestamp_s,frame_fresh,course,episode_id,teacher_phase,command_source,last_gate_passed,next_gate_index,mode,confidence,bearing_h_rad,bearing_v_rad,distance_m,pixel_x,pixel_y,apparent_size_px,gate_age_s,body_forward_elevation_rad,body_vx_m_s,body_vy_m_s,body_vz_m_s,prev_roll_rate_rad_s,prev_pitch_rate_rad_s,prev_yaw_rate_rad_s,prev_thrust_norm,roll_rate_rad_s,pitch_rate_rad_s,yaw_rate_rad_s,thrust_norm,teacher_roll_rate_rad_s,teacher_pitch_rate_rad_s,teacher_yaw_rate_rad_s,teacher_thrust_norm,teacher_target_x_m,teacher_target_y_m,teacher_target_z_m,teacher_next_gate_index,teacher_next_gate_x_m,teacher_next_gate_y_m,teacher_next_gate_z_m,teacher_next_gate_yaw_deg,teacher_heading_rate_rad_s,teacher_world_vx_m_s,teacher_world_vy_m_s,teacher_world_vz_m_s,teacher_world_ax_m_s2,teacher_world_ay_m_s2,teacher_world_az_m_s2,world_x_m,world_y_m,world_z_m,world_yaw_rad
-0.560000,1,easy,easy:launch,launch,teacher,-1,0,detected,0.903389,-0.096611,-0.276170,9.832098,288.988,270.692,87.875,0.000000,0.000000,0.489130,-0.080676,0.650000,-0.051341,-0.049565,-0.119923,0.705534,-0.039182,-0.051739,-0.111102,0.705098,-0.039182,-0.051739,-0.111102,0.705098,5.000000,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.000000,0.493943,-0.042156,0.650000,0.149540,0.011737,-0.550000,0.195652,0.179280,1.083913,0.078327
-0.520000,1,easy,easy:launch,launch,teacher,-1,0,detected,0.913924,-0.086076,-0.282461,9.806719,292.388,272.871,88.103,0.000000,0.000000,0.513043,-0.027574,0.600000,-0.039182,-0.051739,-0.111102,0.705098,-0.025064,-0.053913,-0.098987,0.704659,-0.025064,-0.053913,-0.098987,0.704659,5.000000,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.000000,0.513609,0.013418,0.600000,0.149522,0.011959,-0.550000,0.215217,0.061275,1.147304,0.079814
-0.480000,1,easy,easy:launch,launch,teacher,-1,0,detected,0.926461,-0.073539,-0.288793,9.783175,296.425,275.072,88.315,0.000000,0.000000,0.536957,0.027574,0.550000,-0.025064,-0.053913,-0.098987,0.704659,-0.010051,-0.056087,-0.084570,0.704217,-0.010051,-0.056087,-0.084570,0.704217,5.000000,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.000000,0.533049,0.070297,0.550000,0.149522,0.011959,-0.550000,0.234783,-0.061275,1.210696,0.079814
-0.440000,1,easy,easy:launch,launch,teacher,-1,0,detected,0.940067,-0.059933,-0.295163,9.761478,300.798,277.294,88.511,0.000000,0.000000,0.560870,0.080676,0.500000,-0.010051,-0.056087,-0.084570,0.704217,0.004743,-0.058261,-0.068923,0.703771,0.004743,-0.058261,-0.068923,0.703771,5.000000,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.000000,0.552837,0.124315,0.500000,0.149540,0.011737,-0.550000,0.254348,-0.179280,1.274087,0.078327
-0.400000,1,easy,easy:launch,launch,teacher,-1,0,detected,0.953810,-0.046190,-0.301567,9.741219,305.209,279.537,88.695,0.000000,0.000000,0.584783,0.127795,0.450000,0.004743,-0.058261,-0.068923,0.703771,0.018237,-0.060435,-0.053119,0.703324,0.018237,-0.060435,-0.053119,0.703324,5.000000,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.000000,0.573498,0.171472,0.450000,0.149574,0.011296,-0.550000,0.273913,-0.283990,1.337478,0.075381
-0.360000,1,easy,easy:launch,launch,teacher,-1,0,detected,0.966826,-0.033174,-0.307999,9.721678,309.381,281.799,88.874,0.000000,0.000000,0.608696,0.165436,0.400000,0.018237,-0.060435,-0.053119,0.703324,0.029465,-0.062609,-0.038150,0.702874,0.029465,-0.062609,-0.038150,0.702874,5.000000,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.000000,0.595420,0.208219,0.400000,0.149622,0.010646,-0.550000,0.293478,-0.367636,1.400870,0.071031
-0.320000,1,easy,easy:launch,launch,teacher,-1,0,detected,0.978386,-0.021614,-0.314454,9.702043,313.083,284.079,89.053,0.000000,0.000000,0.632609,0.190808,0.350000,0.029465,-0.062609,-0.038150,0.702874,0.037647,-0.064783,-0.024856,0.702422,0.037647,-0.064783,-0.024856,0.702422,5.000000,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.000000,0.618796,0.231717,0.350000,0.149680,0.009797,-0.550000,0.313043,-0.424017,1.464261,0.065358
-0.280000,1,easy,easy:launch,launch,teacher,-1,0,detected,0.980000,-0.012060,-0.320932,9.681642,316.140,286.376,89.241,0.000000,0.000000,0.656522,0.202028,0.300000,0.037647,-0.064783,-0.024856,0.702422,0.042242,-0.066957,-0.013870,0.701969,0.042242,-0.066957,-0.013870,0.701969,5.000000,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.000000,0.643595,0.240046,0.300000,0.149744,0.008765,-0.550000,0.332609,-0.448951,1.527652,0.058467
-0.240000,1,easy,easy:launch,launch,teacher,-1,0,detected,0.980000,-0.004852,-0.327433,9.660141,318.447,288.691,89.440,0.000000,0.000000,0.680435,0.198265,0.250000,0.042242,-0.066957,-0.013870,0.701969,0.042991,-0.069130,-0.005579,0.701514,0.042991,-0.069130,-0.005579,0.701514,5.000000,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.000000,0.669562,0.232350,0.250000,0.149809,0.007570,-0.550000,0.352174,-0.440588,1.591043,0.050487
-0.200000,1,easy,easy:launch,launch,teacher,-1,0,detected,0.980000,-0.000093,-0.333961,9.637647,319.970,291.026,89.648,0.000000,0.000000,0.704348,0.179797,0.200000,0.042991,-0.069130,-0.005579,0.701514,0.039934,-0.071304,-0.000107,0.701057,0.039934,-0.071304,-0.000107,0.701057,5.000000,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.000000,0.696268,0.208910,0.200000,0.149870,0.006233,-0.550000,0.371739,-0.399548,1.654435,0.041567
-0.160000,1,easy,easy:launch,launch,teacher,-1,0,detected,0.980000,0.002341,-0.340519,9.614673,320.749,293.383,89.863,0.000000,0.000000,0.728261,0.147994,0.150000,0.039934,-0.071304,-0.000107,0.701057,0.033403,-0.073478,0.002693,0.700598,0.033403,-0.073478,0.002693,0.700598,5.000000,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.000000,0.723175,0.171126,0.150000,0.149924,0.004780,-0.550000,0.391304,-0.328876,1.717826,0.031872
-0.120000,1,easy,easy:launch,launch,teacher,-1,0,detected,0.980000,0.002795,-0.347108,9.591999,320.894,295.761,90.075,0.000000,0.000000,0.752174,0.105216,0.100000,0.033403,-0.073478,0.002693,0.700598,0.023996,-0.075652,0.003214,0.700137,0.023996,-0.075652,0.003214,0.700137,5.000000,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.000000,0.749728,0.121425,0.100000,0.149965,0.003237,-0.550000,0.410870,-0.233813,1.781217,0.021584
-0.080000,1,easy,easy:launch,launch,teacher,-1,0,detected,0.980000,0.001793,-0.349066,9.570335,320.574,296.470,90.279,0.000000,0.000000,0.776087,0.054634,0.050000,0.023996,-0.075652,0.003214,0.700137,0.012535,-0.077826,0.002062,0.700000,0.012535,-0.077826,0.002062,0.700000,5.000000,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.000000,0.775446,0.063085,0.050000,0.149991,0.001634,-0.550000,0.430435,-0.121409,1.800000,0.010893
-0.040000,1,easy,easy:launch,launch,teacher,-1,0,detected,0.980000,0.000000,-0.349066,9.550000,320.000,296.470,90.471,0.000000,0.000000,0.800000,0.000000,0.000000,0.012535,-0.077826,0.002062,0.700000,0.000000,-0.080000,0.000000,0.700000,0.000000,-0.080000,0.000000,0.700000,5.000000,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.000000,0.800000,0.000000,0.000000,0.150000,0.000000,-0.550000,0.450000,-0.000000,1.800000,0.000000
0.335333,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.756886,0.243114,-0.319371,8.163976,399.366,285.821,105.831,0.000000,0.000000,5.905785,2.248001,0.118078,0.000000,0.000000,0.000000,0.550000,0.362246,-0.045000,0.734292,0.625258,0.362246,-0.045000,0.734292,0.625258,4.777778,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.020038,6.000000,1.982877,0.118078,0.000000,0.804947,0.060597,2.000000,-1.609894,1.557612,-0.044530
0.353852,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.763079,0.236921,-0.320042,8.043157,397.266,286.060,107.421,0.000000,0.000000,5.910460,2.215521,0.116847,0.362246,-0.045000,0.734292,0.625258,0.345379,-0.045000,0.710184,0.624583,0.345379,-0.045000,0.710184,0.624583,4.888889,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.019296,6.000000,1.960119,0.116847,0.000000,0.775134,0.058353,2.111111,-1.550269,1.566589,-0.042880
0.372370,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.769411,0.230589,-0.320733,7.922513,395.125,286.305,109.056,0.000000,0.000000,5.915044,2.183031,0.115616,0.345379,-0.045000,0.710184,0.624583,0.331552,-0.045000,0.702129,0.623908,0.331552,-0.045000,0.702129,0.623908,4.888889,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.018554,6.000000,1.937361,0.115616,-0.000000,0.745321,0.056108,2.222222,-1.490643,1.575566,-0.041231
0.390889,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.775887,0.224113,-0.321447,7.802052,392.941,286.559,110.740,0.000000,0.000000,5.919536,2.150533,0.114385,0.331552,-0.045000,0.702129,0.623908,0.314503,-0.045000,0.677086,0.623233,0.314503,-0.045000,0.677086,0.623233,5.000000,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.017812,6.000000,1.914603,0.114385,-0.000000,0.715509,0.053864,2.333333,-1.431017,1.584544,-0.039582
0.409407,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.782514,0.217486,-0.322184,7.681782,390.714,286.821,112.474,0.000000,0.000000,5.923938,2.118025,0.113154,0.314503,-0.045000,0.677086,0.623233,0.297394,-0.045000,0.651734,0.622558,0.297394,-0.045000,0.651734,0.622558,5.111111,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.017070,6.000000,1.891845,0.113154,0.000000,0.685696,0.051620,2.444444,-1.371391,1.593521,-0.037933
0.427926,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.789300,0.210700,-0.322944,7.561712,388.440,287.091,114.260,0.000000,0.000000,5.928249,2.085509,0.111922,0.297394,-0.045000,0.651734,0.622558,0.280225,-0.045000,0.626076,0.621883,0.280225,-0.045000,0.626076,0.621883,5.222222,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.016328,6.000000,1.869087,0.111922,0.000000,0.655883,0.049375,2.555556,-1.311766,1.602498,-0.036283
0.446444,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.796250,0.203750,-0.323730,7.441853,386.117,287.371,116.100,0.000000,0.000000,5.932468,2.052985,0.110691,0.280225,-0.045000,0.626076,0.621883,0.262997,-0.045000,0.600114,0.621208,0.262997,-0.045000,0.600114,0.621208,5.333333,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.015585,6.000000,1.846329,0.110691,0.000000,0.626070,0.047131,2.666667,-1.252140,1.611476,-0.034634
0.464963,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.803374,0.196626,-0.324543,7.322214,383.744,287.660,117.997,0.000000,0.000000,5.936597,2.020452,0.109460,0.262997,-0.045000,0.600114,0.621208,0.245709,-0.045000,0.573851,0.620533,0.245709,-0.045000,0.573851,0.620533,5.444444,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.014843,6.000000,1.823570,0.109460,0.000000,0.596257,0.044887,2.777778,-1.192514,1.620453,-0.032985
0.483481,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.810679,0.189321,-0.325383,7.202807,381.317,287.960,119.953,0.000000,0.000000,5.940634,1.987912,0.108229,0.245709,-0.045000,0.573851,0.620533,0.231161,-0.045000,0.562057,0.619858,0.231161,-0.045000,0.562057,0.619858,5.444444,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.014101,6.000000,1.800812,0.108229,0.000000,0.566444,0.042642,2.888889,-1.132889,1.629430,-0.031336
0.502000,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.818175,0.181825,-0.326252,7.083643,378.834,288.270,121.971,0.000000,0.000000,5.944580,1.955364,0.106998,0.231161,-0.045000,0.562057,0.619858,0.213656,-0.045000,0.534661,0.619182,0.213656,-0.045000,0.534661,0.619182,5.555556,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.013359,6.000000,1.778054,0.106998,0.000000,0.536631,0.040398,3.000000,-1.073263,1.638408,-0.029686
0.520519,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.825870,0.174130,-0.327152,6.964736,376.292,288.591,124.054,0.000000,0.000000,5.948435,1.922808,0.105766,0.213656,-0.045000,0.534661,0.619182,0.196090,-0.045000,0.506951,0.618507,0.196090,-0.045000,0.506951,0.618507,5.666667,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.012617,6.000000,1.755296,0.105766,-0.000000,0.506819,0.038154,3.111111,-1.013637,1.647385,-0.028037
0.539037,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.833775,0.166225,-0.328083,6.846097,373.687,288.923,126.203,0.000000,0.000000,5.952198,1.890245,0.104535,0.196090,-0.045000,0.506951,0.618507,0.178463,-0.045000,0.478933,0.617832,0.178463,-0.045000,0.478933,0.617832,5.777778,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.011875,6.000000,1.732538,0.104535,0.000000,0.477006,0.035909,3.222222,-0.954011,1.656362,-0.026388
0.557556,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.841900,0.158100,-0.329049,6.727741,371.018,289.268,128.423,0.000000,0.000000,5.955871,1.857674,0.103304,0.178463,-0.045000,0.478933,0.617832,0.160779,-0.045000,0.450617,0.617157,0.160779,-0.045000,0.450617,0.617157,5.888889,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.011132,6.000000,1.709780,0.103304,0.000000,0.447193,0.033665,3.333333,-0.894386,1.665340,-0.024739
0.576074,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.850256,0.149744,-0.330050,6.609684,368.280,289.626,130.717,0.000000,0.000000,5.959452,1.825097,0.102073,0.160779,-0.045000,0.450617,0.617157,0.143039,-0.045000,0.422013,0.616482,0.143039,-0.045000,0.422013,0.616482,6.000000,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.010390,6.000000,1.687022,0.102073,0.000000,0.417380,0.031421,3.444444,-0.834760,1.674317,-0.023089
0.594593,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.858855,0.141145,-0.331088,6.491943,365.469,289.997,133.088,0.000000,0.000000,5.962942,1.792513,0.100842,0.143039,-0.045000,0.422013,0.616482,0.127510,-0.045000,0.405080,0.615807,0.127510,-0.045000,0.405080,0.615807,6.000000,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.009648,6.000000,1.664264,0.100842,0.000000,0.387567,0.029176,3.555556,-0.775134,1.683294,-0.021440
0.613111,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.867711,0.132289,-0.332165,6.374533,362.581,290.383,135.539,0.000000,0.000000,5.966340,1.759923,0.099610,0.127510,-0.045000,0.405080,0.615807,0.109519,-0.045000,0.375162,0.615132,0.109519,-0.045000,0.375162,0.615132,6.111111,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.008906,6.000000,1.641506,0.099610,0.000000,0.357754,0.026932,3.666667,-0.715509,1.692272,-0.019791
0.631630,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.876836,0.123164,-0.333284,6.257474,359.613,290.783,138.075,0.000000,0.000000,5.969647,1.727326,0.098379,0.109519,-0.045000,0.375162,0.615132,0.091474,-0.045000,0.344962,0.614457,0.091474,-0.045000,0.344962,0.614457,6.222222,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.008164,6.000000,1.618748,0.098379,-0.000000,0.327941,0.024688,3.777778,-0.655883,1.701249,-0.018142
0.650148,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.886246,0.113754,-0.334446,6.140787,356.559,291.200,140.699,0.000000,0.000000,5.972863,1.694724,0.097148,0.091474,-0.045000,0.344962,0.614457,0.073378,-0.045000,0.314498,0.613782,0.073378,-0.045000,0.314498,0.613782,6.333333,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.007422,6.000000,1.595990,0.097148,0.000000,0.298129,0.022443,3.888889,-0.596257,1.710226,-0.016492
0.668667,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.895956,0.104044,-0.335654,6.024492,353.415,291.634,143.415,0.000000,0.000000,5.975988,1.662115,0.095917,0.073378,-0.045000,0.314498,0.613782,0.055234,-0.143568,0.283788,0.613107,0.055234,-0.143568,0.283788,0.613107,6.444444,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.006679,6.000000,1.573232,0.095917,0.000000,0.268316,0.020199,4.000000,-0.536631,1.719204,-0.014843
0.687185,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.905982,0.094018,-0.336911,5.908613,350.175,292.085,146.227,0.000000,0.000000,5.979021,1.629501,0.094686,0.055234,-0.143568,0.283788,0.613107,0.037048,-0.143622,0.252851,0.612432,0.037048,-0.143622,0.252851,0.612432,6.555556,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.005937,6.000000,1.550474,0.094686,0.000000,0.238503,0.017955,4.111111,-0.477006,1.728181,-0.013194
0.705704,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.916342,0.083658,-0.338218,5.793175,346.833,292.555,149.141,0.000000,0.000000,5.981963,1.596881,0.093454,0.037048,-0.143622,0.252851,0.612432,0.020241,-0.143675,0.229205,0.611756,0.020241,-0.143675,0.229205,0.611756,6.555556,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.005195,6.000000,1.527716,0.093454,0.000000,0.208690,0.015710,4.222222,-0.417380,1.737159,-0.011545
0.724222,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.927055,0.072945,-0.339580,5.678204,343.384,293.044,152.161,0.000000,0.000000,5.984814,1.564257,0.092223,0.020241,-0.143675,0.229205,0.611756,0.001787,-0.143727,0.196861,0.611081,0.001787,-0.143727,0.196861,0.611081,6.666667,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.004453,6.000000,1.504958,0.092223,-0.000000,0.178877,0.013466,4.333333,-0.357754,1.746136,-0.009895
0.742741,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.938142,0.061858,-0.340998,5.563730,339.820,293.555,155.292,0.000000,0.000000,5.987574,1.531627,0.090992,0.001787,-0.143727,0.196861,0.611081,-0.016702,-0.143776,0.164335,0.610406,-0.016702,-0.143776,0.164335,0.610406,6.777778,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.003711,6.000000,1.482200,0.090992,-0.000000,0.149064,0.011222,4.444444,-0.298129,1.755113,-0.008246
0.761259,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.949624,0.050376,-0.342477,5.449784,336.134,294.088,158.538,0.000000,0.000000,5.990242,1.498992,0.089761,-0.016702,-0.143776,0.164335,0.610406,-0.035221,-0.143824,0.131656,0.609731,-0.035221,-0.143824,0.131656,0.609731,6.888889,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.002969,6.000000,1.459442,0.089761,0.000000,0.119251,0.008977,4.555556,-0.238503,1.764091,-0.006597
0.779778,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.961525,0.038475,-0.344019,5.336400,332.318,294.645,161.907,0.000000,0.000000,5.992818,1.466353,0.088530,-0.035221,-0.143824,0.131656,0.609731,-0.053763,-0.143871,0.098852,0.609056,-0.053763,-0.143871,0.098852,0.609056,7.000000,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.002226,6.000000,1.436684,0.088530,0.000000,0.089439,0.006733,4.666667,-0.178877,1.773068,-0.004948
0.798296,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.973870,0.026130,-0.345629,5.223614,328.363,295.226,165.403,0.000000,0.000000,5.995304,1.433709,0.087298,-0.053763,-0.143871,0.098852,0.609056,-0.072323,-0.143915,0.065954,0.608381,-0.072323,-0.143915,0.065954,0.608381,7.111111,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.001484,6.000000,1.413926,0.087298,0.000000,0.059626,0.004489,4.777778,-0.119251,1.782045,-0.003298
0.816815,1,easy,easy:corridor:000,corridor,teacher,-1,0,detected,0.980000,0.013315,-0.347310,5.111467,324.261,295.834,169.032,0.000000,0.000000,5.997697,1.401062,0.086067,-0.072323,-0.143915,0.065954,0.608381,-0.090665,-0.143959,0.034206,0.607706,-0.090665,-0.143959,0.034206,0.607706,7.111111,0.000000,1.800000,0,10.000000,0.000000,1.800000,0.000000,0.000742,6.000000,1.391168,0.086067,0.000000,0.029813,0.002244,4.888889,-0.059626,1.791023,-0.001649
